index,num_chars,num_words,num_special_chars,num_ticks,num_dashes,num_commas,num_pipes,num_equals,num_keywords,num_parens,avg_word_len,label
95,125,16,32,0,2,3,0,1,2,4,6.875,1
97,34,1,3,0,0,0,0,0,0,0,34.0,0
98,66,5,15,1,2,8,0,0,2,0,12.4,1
99,89,15,26,0,2,0,0,2,1,7,5.0,1
100,30,5,8,1,3,0,0,0,2,0,5.2,1
102,46,7,14,3,2,0,0,1,2,1,5.714285714285714,1
104,51,5,22,4,1,1,0,2,2,8,9.4,1
105,66,7,15,1,1,4,0,1,3,1,8.571428571428571,1
107,105,7,35,4,0,1,6,1,3,16,14.142857142857142,1
108,38,7,9,0,0,2,0,0,0,0,4.571428571428571,0
109,206,15,75,0,0,0,20,3,2,32,12.8,1
111,34,6,8,0,0,2,0,0,0,0,4.833333333333333,0
114,71,3,14,0,0,1,0,3,0,0,23.0,1
115,39,1,2,0,0,0,0,0,0,0,39.0,0
116,198,16,50,4,0,5,0,1,4,22,11.4375,1
117,55,7,16,0,0,1,0,2,2,6,7.0,1
119,75,7,16,0,1,6,0,1,3,1,9.857142857142858,1
120,18,2,1,0,0,0,0,0,0,0,8.5,0
121,107,12,28,1,2,2,0,1,2,6,8.0,1
128,64,5,14,0,3,7,0,0,2,0,12.0,1
129,119,16,30,4,0,3,0,0,3,2,6.5,1
130,30,6,8,0,0,0,0,1,2,1,4.166666666666667,1
132,28,1,9,2,0,0,0,0,0,2,28.0,1
133,17,3,4,0,0,1,0,0,0,0,5.0,0
134,118,17,30,0,2,2,0,2,2,5,6.0,1
136,3,1,0,0,0,0,0,0,0,0,3.0,0
137,32,5,10,0,2,0,0,1,2,2,5.6,1
138,46,5,22,4,1,1,0,2,2,8,8.4,1
139,24,1,2,0,0,0,0,0,0,0,24.0,0
141,86,7,19,0,3,8,0,1,3,0,11.428571428571429,1
142,11,2,1,0,0,0,0,0,0,0,5.0,0
145,15,1,1,0,0,0,0,0,0,0,15.0,0
147,25,5,6,0,0,1,0,0,0,0,4.2,0
148,62,8,29,0,0,0,0,1,3,14,6.875,1
149,26,5,5,0,0,1,0,0,0,0,4.4,0
151,273,1,10,0,0,0,0,0,0,0,273.0,1
153,120,10,33,0,0,4,0,2,3,16,11.1,1
154,100,12,23,0,0,2,0,1,2,4,7.416666666666667,1
155,46,6,16,1,0,0,0,0,2,9,6.833333333333333,1
158,256,18,89,0,3,0,26,3,4,39,13.277777777777779,1
164,33,5,10,4,0,0,0,2,2,0,5.8,1
167,30,1,3,0,1,0,0,0,0,0,30.0,0
168,203,15,65,0,1,0,0,2,2,34,12.6,1
169,109,6,25,0,0,6,0,2,2,12,17.333333333333332,1
172,129,19,35,1,2,0,0,2,3,9,5.842105263157895,1
174,24,4,5,0,0,1,0,0,0,0,5.25,0
175,104,8,29,0,0,4,0,1,2,15,12.125,1
177,24,2,1,0,0,0,0,0,0,0,11.5,0
179,18,4,6,0,1,1,0,0,0,0,3.75,0
181,19,3,5,0,1,0,0,1,1,1,5.666666666666667,1
182,59,2,13,0,1,0,0,2,0,0,29.0,1
184,32,5,19,4,0,0,0,1,2,8,5.6,1
186,19,1,2,0,0,0,0,0,0,0,19.0,0
188,87,9,16,0,0,4,0,0,1,2,8.777777777777779,1
190,41,8,8,0,0,0,0,0,0,0,4.25,0
191,112,14,27,0,2,2,0,1,2,4,7.071428571428571,1
192,115,8,29,4,0,5,0,1,3,12,13.5,1
193,17,2,1,0,0,0,0,0,0,0,8.0,0
194,67,10,21,1,2,0,0,1,0,6,5.8,1
196,11,3,2,0,0,0,0,0,0,0,3.0,0
198,65,10,20,0,0,0,0,1,4,6,5.6,1
199,63,6,17,1,2,1,0,1,2,6,9.666666666666666,1
201,183,13,58,1,0,0,0,1,1,34,13.153846153846153,1
203,98,12,25,1,2,2,0,1,2,4,7.25,1
204,23,5,4,0,0,0,0,0,0,0,3.8,0
205,37,5,10,1,1,0,0,2,2,1,6.6,1
206,27,1,2,0,0,0,0,0,0,0,27.0,0
207,176,13,46,0,0,6,0,2,3,20,12.615384615384615,1
211,12,1,0,0,0,0,0,0,0,0,12.0,0
212,16,2,2,1,0,0,0,0,0,0,7.5,0
213,64,5,14,1,1,7,0,0,2,0,12.0,1
214,96,13,27,1,2,0,0,2,1,7,6.461538461538462,1
217,62,4,13,0,0,1,0,1,1,5,14.75,1
218,14,2,1,0,0,0,0,0,0,0,6.5,0
219,104,6,30,0,0,5,0,2,2,12,16.5,1
224,17,3,2,0,0,0,0,0,0,0,5.0,0
226,83,8,21,3,2,5,2,1,3,1,9.5,1
227,102,12,25,0,0,2,0,1,2,6,7.583333333333333,1
228,2,1,0,0,0,0,0,0,0,0,2.0,1
229,66,5,19,4,0,1,0,2,2,8,12.4,1
230,18,3,2,0,0,0,0,0,0,0,5.333333333333333,0
232,66,3,19,2,2,1,0,1,1,8,21.333333333333332,1
233,218,14,66,0,1,1,0,3,2,34,14.642857142857142,1
236,119,8,28,0,2,6,0,2,2,11,14.0,1
240,37,5,16,0,1,0,0,2,2,2,6.6,1
241,114,14,29,4,0,3,0,1,2,2,7.214285714285714,1
242,120,14,27,0,2,2,0,2,3,4,7.642857142857143,1
243,19,1,15,0,0,0,0,0,0,0,19.0,1
245,50,5,15,4,0,1,0,2,2,4,9.2,1
249,155,20,35,0,2,6,0,1,2,4,6.8,1
251,55,1,3,0,0,0,0,0,0,0,55.0,1
253,28,5,5,0,0,0,0,0,0,0,4.8,0
254,109,12,23,0,2,2,0,1,2,2,8.166666666666666,1
255,38,5,11,1,3,0,0,2,2,1,6.8,1
257,14,1,5,0,0,0,0,0,0,1,14.0,1
258,65,4,18,4,0,1,0,1,1,8,15.5,1
259,29,6,7,0,1,1,0,0,0,0,4.0,0
260,15,1,0,0,0,0,0,0,0,0,15.0,0
261,34,5,6,0,0,2,0,0,0,0,6.0,0
266,80,7,17,0,1,7,0,1,3,0,10.571428571428571,1
271,31,1,2,0,0,0,0,0,0,0,31.0,0
272,35,1,2,0,0,0,0,0,0,0,35.0,0
273,101,6,29,4,0,1,6,1,2,10,16.0,1
274,87,10,23,1,2,1,0,2,3,7,7.8,1
278,33,5,11,0,3,0,0,0,2,3,5.8,1
279,20,3,6,1,1,0,0,1,1,1,6.0,1
281,109,6,34,0,0,5,0,2,2,16,17.333333333333332,1
282,158,11,38,0,0,6,0,1,2,18,13.454545454545455,1
283,220,14,68,0,1,1,0,3,2,40,14.785714285714286,1
285,132,12,38,1,2,4,0,2,3,16,10.083333333333334,1
288,113,12,29,0,0,2,0,1,2,6,8.5,1
289,142,15,31,3,0,0,0,2,2,7,8.533333333333333,1
292,77,7,17,1,0,7,0,1,3,1,10.142857142857142,1
293,34,5,15,0,0,0,0,2,2,2,6.0,1
297,201,15,63,0,2,0,0,2,2,35,12.466666666666667,1
299,86,9,21,1,3,6,0,1,3,2,8.666666666666666,1
300,118,8,30,0,0,6,0,1,3,12,13.875,1
301,32,4,9,0,2,1,0,1,1,2,7.25,1
303,254,18,97,0,1,0,26,3,4,44,13.166666666666666,1
304,113,12,24,0,0,0,0,1,1,10,8.5,1
305,14,3,4,0,0,1,0,0,0,0,4.0,0
307,29,5,6,0,1,1,0,0,0,0,5.0,0
308,29,1,3,0,1,0,0,0,0,0,29.0,0
310,115,14,33,4,0,2,0,2,3,6,7.285714285714286,1
313,200,16,47,0,2,5,0,2,3,19,11.5625,1
314,12,2,1,0,0,0,0,0,0,0,5.5,0
315,25,1,2,0,0,0,0,0,0,0,25.0,0
321,87,10,23,0,2,1,0,2,3,7,7.8,1
323,85,4,28,0,0,3,0,1,1,14,20.5,1
324,12,1,1,0,0,0,0,0,0,0,12.0,0
325,22,3,8,0,1,0,0,1,1,3,6.666666666666667,1
326,47,5,20,2,0,0,0,1,1,6,8.6,1
327,26,1,2,0,0,0,0,0,0,0,26.0,0
329,7,1,1,0,1,0,0,0,0,0,7.0,0
332,231,24,63,0,0,6,0,1,10,26,8.666666666666666,1
333,158,11,38,0,0,6,0,1,2,19,13.454545454545455,1
339,78,9,17,0,1,5,0,1,3,1,7.777777777777778,1
341,20,4,5,0,0,2,0,0,0,0,4.25,0
344,211,17,71,0,0,0,0,1,3,40,11.470588235294118,1
348,104,7,35,0,0,1,6,1,3,16,14.0,1
349,63,2,13,2,0,0,0,1,0,2,31.0,1
351,83,10,22,0,0,1,0,1,4,6,7.4,1
352,119,4,30,0,2,4,4,1,1,15,29.0,1
354,152,8,44,4,0,3,10,2,3,18,18.125,1
355,43,5,13,0,3,2,0,0,2,3,7.8,1
358,22,4,4,0,0,1,0,0,0,0,4.75,0
359,110,14,33,0,0,3,0,1,2,4,6.928571428571429,1
360,27,5,5,0,0,1,0,0,0,0,4.6,0
362,31,1,3,0,0,0,0,0,0,0,31.0,0
